scheme;table;updating_date
PENTAHODWDES;DWH_PLA_EXP_ASS_CTO;07/10/2015 19:54
PENTAHODWDES;DWH_PLA_EXP_ASS_CTO;08/10/2015 21:18
PENTAHODWDES;DWH_PLA_EXP_ASS_ANYACA;12/10/2015 7:29
PENTAHODWDES;DWD_ESTUDIOS;12/10/2015 7:42
PENTAHODWDES;DWD_ESTUDIOS;12/10/2015 7:44
PENTAHODWDES;DWD_ESTUDIOS;12/10/2015 7:46
PENTAHODWDES;DWH_PLA_EXP_ASS_ANYACA;13/10/2015 12:18
PENTAHODWDES;DWD_ALUMNO;15/10/2015 14:59
PENTAHODWDES;DWH_PLA_EXP_ASS_CTO;15/10/2015 18:38
PENTAHODWDES;DWH_PLA_EXP_ASS_ANYACA;16/10/2015 19:12
PENTAHODWDES;DWD_ESTUDIOS;16/10/2015 21:53
PENTAHODWDES;DWH_PLA_EXP_ASS_ANYACA;16/10/2015 22:24
PENTAHODWDES;DWH_PLA_EXP_ANYACA;16/10/2015 22:27
PENTAHODWDES;DWD_ALUMNO;16/10/2015 22:27
PENTAHODWDES;DWD_ESTUDIOS;18/10/2015 9:22
PENTAHODWDES;DWD_ESTUDIOS;19/10/2015 15:02
PENTAHODWDES;DWD_ALUMNO;19/10/2015 15:06
PENTAHODWDES;DWD_ALUMNO;22/10/2015 19:34
PENTAHODWDES;DWD_ALUMNO;22/10/2015 19:42
PENTAHODWDES;DWD_ALUMNO;22/10/2015 19:58
PENTAHODWDES;DWD_ESTUDIOS;23/10/2015 8:51
PENTAHODWDES;DWH_PLA_EXP_ASS_ANYACA;23/10/2015 11:30
PENTAHODWDES;DWH_PLA_EXP;24/10/2015 12:59
PENTAHODWDES;DWD_ESTUDIOS;04/11/2015 14:35
PENTAHODWDES;DWD_ALUMNO;04/11/2015 15:19
PENTAHODWDES;DWH_PLA_EXP_ANYACA;05/11/2015 8:11
PENTAHODWDES;DWH_PLA_EXP;05/11/2015 8:12
PENTAHODWDES;DWD_ALUMNO;05/11/2015 9:26
PENTAHODWDES;DWH_PLA_EXP_ASS_ANYACA;05/11/2015 10:36
PENTAHODWDES;DWD_ALUMNO;05/11/2015 16:10
PENTAHODWDES;DWH_PLA_EXP_ASS_ANYACA;06/11/2015 8:29
PENTAHODWDES;DWD_ESTUDIOS;09/11/2015 14:11
PENTAHODWDES;DWH_PLA_EXP;12/11/2015 8:26
PENTAHODWDES;DWD_ESTUDIOS;12/11/2015 19:44
PENTAHODWDES;DWH_PLA_EXP;12/11/2015 20:44
PENTAHODWDES;DWH_PLA_EXP_ANYACA;16/11/2015 9:20
PENTAHODWDES;DWH_PLA_EXP_ASS_ANYACA;16/11/2015 13:33
PENTAHODWDES;DWH_PLA_EXP_ASS_ANYACA;17/11/2015 9:40
PENTAHODWDES;DWD_ALUMNO;17/11/2015 11:03
PENTAHODWDES;DWH_PLA_EXP_ASS_CTO;17/11/2015 11:33
PENTAHODWDES;DWD_ESTUDIOS;17/11/2015 13:13
PENTAHODWDES;DWH_PLA_EXP_ASS_CTO;15/12/2015 17:10
PENTAHODWDES;DWH_PLA_EXP_ASS_CTO;16/12/2015 15:01
PENTAHODWDES;DWD_ESTUDIOS;25/06/2013 6:57
PENTAHODWDES;DWD_ALUMNO;25/06/2013 10:43
PENTAHODWDES;DWH_PLA_EXP_ASS_CTO;25/06/2013 10:52
PENTAHODWDES;DWH_PLA_EXP_ASS_ANYACA;25/06/2013 11:05
PENTAHODWDES;DWH_PLA_EXP_ASS_ANYACA;19/07/2013 8:56
PENTAHODWDES;DWH_PLA_EXP;04/09/2013 9:28
PENTAHODWDES;DWD_ESTUDIOS;05/10/2013 7:40
PENTAHODWDES;DWD_ESTUDIOS;05/10/2013 9:45
PENTAHODWDES;DWD_ESTUDIOS;06/10/2013 10:26
PENTAHODWDES;DWH_PLA_EXP;06/10/2013 11:23
PENTAHODWDES;DWH_PLA_EXP_ASS_CTO;28/02/2014 18:46
PENTAHODWDES;DWD_ALUMNO;01/03/2014 7:25
PENTAHODWDES;DWH_PLA_EXP_ASS_CTO;10/03/2014 22:00
PENTAHODWDES;DWD_ESTUDIOS;11/03/2014 5:10
PENTAHODWDES;DWD_ALUMNO;11/03/2014 5:15
PENTAHODWDES;DWH_PLA_EXP_ASS_CTO;11/03/2014 5:33
PENTAHODWDES;DWH_PLA_EXP_ASS_ANYACA;11/03/2014 6:22
PENTAHODWDES;DWH_PLA_EXP;11/03/2014 6:35
PENTAHODWDES;DWH_PLA_EXP_ASS_CTO;20/03/2014 14:30
PENTAHODWDES;DWH_PLA_EXP;20/03/2014 20:24
PENTAHODWDES;DWH_PLA_EXP;05/05/2014 10:36
PENTAHODWDES;DWH_PLA_EXP_ASS_ANYACA;03/06/2014 19:23
PENTAHODWDES;DWD_ESTUDIOS;09/07/2014 19:34
PENTAHODWDES;DWD_ALUMNO;10/07/2014 8:36
PENTAHODWDES;DWH_PLA_EXP_ASS_CTO;10/07/2014 9:02
PENTAHODWDES;DWD_ESTUDIOS;19/09/2014 14:29
PENTAHODWDES;DWD_ESTUDIOS;22/09/2014 8:28
PENTAHODWDES;DWD_ALUMNO;22/09/2014 8:32
PENTAHODWDES;DWH_PLA_EXP_ASS_CTO;22/09/2014 8:40
PENTAHODWDES;DWH_PLA_EXP_ASS_ANYACA;22/09/2014 8:54
PENTAHODWDES;DWD_ESTUDIOS;01/10/2015 16:35
PENTAHODWDES;DWH_PLA_EXP_ASS_CTO;08/10/2015 13:43
PENTAHODWDES;DWD_ESTUDIOS;11/10/2015 21:40
PENTAHODWDES;DWH_PLA_EXP_ASS_ANYACA;12/10/2015 7:24
PENTAHODWDES;DWH_PLA_EXP_ASS_ANYACA;12/10/2015 10:37
PENTAHODWDES;DWD_ESTUDIOS;12/10/2015 14:09
PENTAHODWDES;DWD_ALUMNO;12/10/2015 15:58
PENTAHODWDES;DWH_PLA_EXP_ASS_ANYACA;13/10/2015 9:56
PENTAHODWDES;DWH_PLA_EXP_ANYACA;13/10/2015 17:41
PENTAHODWDES;DWH_PLA_EXP_ASS_CTO;15/10/2015 7:46
PENTAHODWDES;DWD_ALUMNO;15/10/2015 9:25
PENTAHODWDES;DWD_ESTUDIOS;15/10/2015 14:16
PENTAHODWDES;DWD_ALUMNO;15/10/2015 18:17
PENTAHODWDES;DWD_ALUMNO;16/10/2015 18:49
PENTAHODWDES;DWH_PLA_EXP_ASS_CTO;16/10/2015 19:10
PENTAHODWDES;DWD_ESTUDIOS;16/10/2015 21:55
PENTAHODWDES;DWH_PLA_EXP_ASS_CTO;16/10/2015 22:23
PENTAHODWDES;DWH_PLA_EXP;19/10/2015 8:36
PENTAHODWDES;DWD_ESTUDIOS;19/10/2015 11:14
PENTAHODWDES;DWH_PLA_EXP;20/10/2015 11:21
PENTAHODWDES;DWH_PLA_EXP_ASS_ANYACA;22/10/2015 22:00
PENTAHODWDES;DWD_ALUMNO;22/10/2015 22:01
PENTAHODWDES;DWD_ALUMNO;23/10/2015 6:22
PENTAHODWDES;DWH_PLA_EXP_ANYACA;23/10/2015 11:49
PENTAHODWDES;DWH_PLA_EXP;23/10/2015 11:58
PENTAHODWDES;DWH_PLA_EXP_ANYACA;23/10/2015 19:08
PENTAHODWDES;DWH_PLA_EXP;23/10/2015 19:10
PENTAHODWDES;DWH_PLA_EXP_ASS_ANYACA;24/10/2015 11:01
PENTAHODWDES;DWH_PLA_EXP_ASS_ANYACA;24/10/2015 15:20
PENTAHODWDES;DWH_PLA_EXP_ANYACA;26/10/2015 12:32
PENTAHODWDES;DWD_ALUMNO;04/11/2015 14:40
PENTAHODWDES;DWH_PLA_EXP_ASS_CTO;04/11/2015 15:00
PENTAHODWDES;DWH_PLA_EXP_ASS_ANYACA;04/11/2015 15:18
PENTAHODWDES;DWD_ESTUDIOS;04/11/2015 18:56
PENTAHODWDES;DWD_ALUMNO;04/11/2015 19:34
PENTAHODWDES;DWH_PLA_EXP_ASS_CTO;05/11/2015 7:40
PENTAHODWDES;DWD_ALUMNO;05/11/2015 8:12
PENTAHODWDES;DWH_PLA_EXP_ANYACA;05/11/2015 10:47
PENTAHODWDES;DWD_ALUMNO;05/11/2015 16:14
PENTAHODWDES;DWH_PLA_EXP_ASS_ANYACA;05/11/2015 19:21
PENTAHODWDES;DWH_PLA_EXP_ANYACA;05/11/2015 19:27
PENTAHODWDES;DWH_PLA_EXP;06/11/2015 8:57
PENTAHODWDES;DWH_PLA_EXP_ANYACA;12/11/2015 8:24
PENTAHODWDES;DWH_PLA_EXP_ASS_CTO;12/11/2015 20:09
PENTAHODWDES;DWH_PLA_EXP_ANYACA;16/11/2015 13:40
PENTAHODWDES;DWH_PLA_EXP;16/11/2015 13:45
PENTAHODWDES;DWH_PLA_EXP;17/11/2015 10:16
PENTAHODWDES;DWD_ESTUDIOS;17/11/2015 11:08
PENTAHODWDES;DWD_ALUMNO;17/11/2015 11:13
PENTAHODWDES;DWD_ALUMNO;17/11/2015 13:30
PENTAHODWDES;DWH_PLA_EXP_ASS_CTO;17/11/2015 13:52
PENTAHODWDES;DWH_PLA_EXP_ANYACA;17/12/2015 11:24
